"document","annotation__start","annotation__end","annotation__label","annotation__text"
"","716","721","DIRECTION","north"
"","736","744","ROOM","kitchen1"
"","751","756","DIRECTION","north"
"","762","777","DIMENSION","6 square meters"
"","853","861","ROOM","balcony1"
"","939","948","DIMENSION","6 squares"
"","952","957","DIRECTION","south"
"","959","1043","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, study1, kitchen1, balcony1, washroom1"
"","1045","1081","CONNECTION","bedroom1 is next to study1, balcony1"
"","1083","1129","CONNECTION","kitchen1, washroom1 and bedroom2 are connected"
"","1129","1162","CONNECTION",". study1 is adjacent to washroom1"
"The house plan has one washroom, one livingroom, and two bedrooms. Specifically, washroom1 wall is Earth_color Cement_Board as well as floor is Pink Bamboo_Vine. washroom1 covers 6 square meters located in north. In addition, livingroom1 uses Pink Mosaic for floor, and wall is Purple Ceramic_Tile. livingroom1 covers 46 square meters located in center. Additionally, bedroom1 has 13 squares in northwest. bedroom1 has Orange Marble wall while uses White Granite for floor. Besides, bedroom2 uses Wood_color Ceramics for floor, and wall is Pink Stone_Brick. bedroom2 has 10 squares in northeast. livingroom1 is adjacent to bedroom1, bedroom2, washroom1. washroom1 and bedroom1 are connected. bedroom2 is next to washroom1. ","19","22","QUANT","one"
"","23","31","ROOM","washroom"
"","33","36","QUANT","one"
"","37","47","ROOM","livingroom"
"","53","56","QUANT","two"
"","57","65","ROOM","bedrooms"
"","81","90","ROOM","washroom1"
"","179","187","DIMENSION","6 square"
"","226","237","ROOM","livingroom1"
"","318","334","DIMENSION","46 square meters"
"","368","376","ROOM","bedroom1"
"","381","391","DIMENSION","13 squares"
"","395","404","DIRECTION","northwest"
"","483","491","ROOM","bedroom2"
"","571","581","DIMENSION","10 squares"
"","585","594","DIRECTION","northeast"
"","596","652","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, washroom1"
"","654","690","CONNECTION","washroom1 and bedroom1 are connected"
"","692","721","CONNECTION","bedroom2 is next to washroom1"
"The house plan has two bedrooms, one washroom, one balcony, one livingroom, and one kitchen. To be specific, bedroom1 has 14 squares in south. bedroom1 has White Marble floor, and has Black Wood_Veneer wall. In addition, bedroom2 is in north with 13 square meters. bedroom2 wall is Wood_color Wood_Veneer as well as floor is Ceramics and Blue. Additionally, washroom1 is in west with 6 square meters. floor of washroom1 is Log and Orange, and wall is Pink Granite. In addition, balcony1 is in south with 4 square meters. balcony1 has Earth_color Wood_Veneer wall while has Red Coating floor. floor of livingroom1 is Mosaic and White as well as wall is Yellow Ceramic_Tile. livingroom1 has 38 squares in center. kitchen1 has 7 squares in north. kitchen1 wall is Black Pure_Color_Wood, and uses Wood_color Wall_Cloth for floor. bedroom1, bedroom2, kitchen1, washroom1, balcony1 and livingroom1 are connected. bedroom1 is next to washroom1. kitchen1, washroom1 and bedroom2 are connected. ","19","22","QUANT","two"
"","23","31","ROOM","bedrooms"
"","33","36","QUANT","one"
"","37","45","ROOM","washroom"
"","47","50","QUANT","one"
"","51","58","ROOM","balcony"
"","60","63","QUANT","one"
"","64","74","ROOM","livingroom"
"","80","83","QUANT","one"
"","84","91","ROOM","kitchen"
"","109","117","ROOM","bedroom1"
"","136","141","DIRECTION","south"
"","221","229","ROOM","bedroom2"
"","236","241","DIRECTION","north"
"","247","263","DIMENSION","13 square meters"
"","265","273","ROOM","bedroom2"
"","358","367","ROOM","washroom1"
"","374","378","DIRECTION","west"
"","384","399","DIMENSION","6 square meters"
"","410","419","ROOM","washroom1"
"","478","486","ROOM","balcony1"
"","493","498","DIRECTION","south"
"","504","519","DIMENSION","4 square meters"
"","521","529","ROOM","balcony1"
"","673","684","ROOM","livingroom1"
"","689","699","DIMENSION","38 squares"
"","711","719","ROOM","kitchen1"
"","724","733","DIMENSION","7 squares"
"","737","742","DIRECTION","north"
"","826","905","CONNECTION","bedroom1, bedroom2, kitchen1, washroom1, balcony1 and livingroom1 are connected"
"","907","936","CONNECTION","bedroom1 is next to washroom1"
"","936","984","CONNECTION",". kitchen1, washroom1 and bedroom2 are connected"
"House has three bedrooms, one washroom, one balcony, one livingroom, and one kitchen. Specifically, bedroom1 has 13 squares in west. bedroom1 wall is Red Quartz, and uses Pink Cement_Board for floor. In addition, bedroom2 has Yellow Jade floor while wall is Green Pure_Color_Wood. bedroom2 covers 10 square meters located in east. bedroom3 uses Wood_color Rock_Plate for floor, and wall is Wood_Veneer and Purple. bedroom3 covers 7 square meters located in east. washroom1 uses Gray Wallpaper for floor as well as has Gray Rock_Plate wall. washroom1 has 4 squares in north. Additionally, balcony1 has Gray Ceramic_Tile wall, and uses Gray Wall_Cloth for floor. balcony1 has 6 squares in west. Besides, livingroom1 uses Gray Cement_Board for floor as well as wall is Mosaic and Black. livingroom1 has 30 squares in center. Additionally, wall of kitchen1 is Ceramic_Tile and Red, and floor is Earth_color Granite. kitchen1 covers 7 square meters located in center. bedroom1, bedroom2, bedroom3, kitchen1, balcony1, washroom1 and livingroom1 are connected. bedroom1 is adjacent to kitchen1, balcony1. bedroom2 is next to bedroom3. washroom1 and bedroom3 are connected. kitchen1 is next to washroom1. ","10","15","QUANT","three"
"","16","24","ROOM","bedrooms"
"","26","29","QUANT","one"
"","30","39","ROOM","washroom,"
"","40","43","QUANT","one"
"","44","51","ROOM","balcony"
"","53","56","QUANT","one"
"","57","67","ROOM","livingroom"
"","73","76","QUANT","one"
"","77","84","ROOM","kitchen"
"","100","108","ROOM","bedroom1"
"","113","123","DIMENSION","13 squares"
"","127","131","DIRECTION","west"
"","213","221","ROOM","bedroom2"
"","297","313","DIMENSION","10 square meters"
"","325","329","DIRECTION","east"
"","331","339","ROOM","bedroom3"
"","414","422","ROOM","bedroom3"
"","430","445","DIMENSION","7 square meters"
"","457","461","DIRECTION","east"
"","540","549","ROOM","washroom1"
"","554","563","DIMENSION","4 squares"
"","567","572","DIRECTION","north"
"","588","596","ROOM","balcony1"
"","674","683","DIMENSION","6 squares"
"","687","691","DIRECTION","west"
"","702","713","ROOM","livingroom1"
"","800","810","DIMENSION","30 squares"
"","844","852","ROOM","kitchen1"
"","912","920","ROOM","kitchen1"
"","928","943","DIMENSION","7 square meters"
"","963","1052","CONNECTION","bedroom1, bedroom2, bedroom3, kitchen1, balcony1, washroom1 and livingroom1 are connected"
"","1054","1096","CONNECTION","bedroom1 is adjacent to kitchen1, balcony1"
"","1098","1126","CONNECTION","bedroom2 is next to bedroom3"
"","1128","1195","CONNECTION","washroom1 and bedroom3 are connected. kitchen1 is next to washroom1"
"The house plan has one washroom, one livingroom, and two bedrooms. Specifically, washroom1 wall is Wood_color Ceramics, and floor is Pink Cement_Board. washroom1 has 5 squares in west. livingroom1 covers 48 square meters located in center. livingroom1 has Green Stone_Brick floor as well as has Earth_color Ceramic_Tile wall. Moreover, bedroom1 covers 15 square meters located in north. bedroom1 has Black Ceramics wall, and floor is Orange Cement_Board. bedroom2 is in south with 13 square meters. bedroom2 has Green Painted_Wood wall while floor is Wood_color Stone_Brick. livingroom1 is adjacent to bedroom1, bedroom2, washroom1. washroom1 and bedroom1 are connected. bedroom2 is next to washroom1. ","19","22","QUANT","one"
"","23","31","ROOM","washroom"
"","33","36","QUANT","one"
"","37","47","ROOM","livingroom"
"","53","56","QUANT","two"
"","57","65","ROOM","bedrooms"
"","81","90","ROOM","washroom1"
"","162","175","DIMENSION","has 5 squares"
"","179","183","DIRECTION","west"
"","185","196","ROOM","livingroom1"
"","204","220","DIMENSION","48 square meters"
"","336","344","ROOM","bedroom1"
"","352","368","DIMENSION","15 square meters"
"","380","385","DIRECTION","north"
"","455","463","ROOM","bedroom2"
"","470","475","DIRECTION","south"
"","481","497","DIMENSION","13 square meters"
"","575","631","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, washroom1"
"","633","669","CONNECTION","washroom1 and bedroom1 are connected"
"","671","700","CONNECTION","bedroom2 is next to washroom1"
"Building layout contains two washrooms, one livingroom, one study, two bedrooms, one kitchen, and two balconys. In practice, washroom1 is in southwest with 9 square meters. washroom1 floor is Earth_color Wallpaper as well as wall is Mosaic and Pink. In addition, washroom2 covers 5 square meters located in south. washroom2 floor is White Painted_Wood while has Green Mosaic wall. livingroom1 is in east with 35 square meters. livingroom1 uses Earth_color Log for floor as well as wall is Gray Wood_Grain. Besides, floor of study1 is Wallpaper and Blue, and wall is Purple Granite. study1 covers 11 square meters located in south. bedroom1 is in west with 22 square meters. bedroom1 has Earth_color Pure_Color_Wood wall as well as has White Bamboo_Vine floor. Additionally, bedroom2 covers 12 square meters located in north. bedroom2 uses Red Rock_Plate for floor, and wall is Ceramic_Tile and Gray. kitchen1 has 10 squares in south. kitchen1 wall is Green Marble while floor is Wood_color Painted_Wood. In addition, balcony1 covers 13 square meters located in northeast. balcony1 has Blue Ceramics floor as well as wall is Gray Pure_Color_Wood. Moreover, balcony2 has Red Wood_Grain wall while floor is Green Granite. balcony2 is in south with 3 square meters. bedroom1, balcony1, bedroom2, study1, kitchen1, washroom2 and livingroom1 are connected. bedroom1 is next to bedroom2, study1, washroom1. balcony1 is adjacent to bedroom2. washroom1, washroom2, balcony2 and study1 are connected. kitchen1 is adjacent to washroom2, balcony2. balcony2 and washroom2 are connected. ","25","28","QUANT","two"
"","29","38","ROOM","washrooms"
"","40","43","QUANT","one"
"","44","54","ROOM","livingroom"
"","56","59","QUANT","one"
"","60","65","ROOM","study"
"","67","70","QUANT","two"
"","71","79","ROOM","bedrooms"
"","81","84","QUANT","one"
"","85","92","ROOM","kitchen"
"","98","101","QUANT","two"
"","102","110","ROOM","balconys"
"","125","134","ROOM","washroom1"
"","141","150","DIRECTION","southwest"
"","156","171","DIMENSION","9 square meters"
"","173","182","ROOM","washroom1"
"","263","272","ROOM","washroom2"
"","273","295","DIMENSION","covers 5 square meters"
"","307","312","DIRECTION","south"
"","381","392","ROOM","livingroom1"
"","399","403","DIRECTION","east"
"","409","425","DIMENSION","35 square meters"
"","524","530","ROOM","study1"
"","596","612","DIMENSION","11 square meters"
"","624","629","DIRECTION","south"
"","631","639","ROOM","bedroom1"
"","646","650","DIRECTION","west"
"","656","672","DIMENSION","22 square meters"
"","674","682","ROOM","bedroom1"
"","790","806","DIMENSION","12 square meters"
"","818","823","DIRECTION","north"
"","900","908","ROOM","kitchen1"
"","913","923","DIMENSION","10 squares"
"","927","932","DIRECTION","south"
"","934","942","ROOM","kitchen1"
"","1033","1049","DIMENSION","13 square meters"
"","1061","1070","DIRECTION","northeast"
"","1156","1164","ROOM","balcony2"
"","1219","1227","ROOM","balcony2"
"","1234","1239","DIRECTION","south"
"","1245","1260","CONNECTION","3 square meters"
"","1262","1349","CONNECTION","bedroom1, balcony1, bedroom2, study1, kitchen1, washroom2 and livingroom1 are connected"
"","1351","1398","CONNECTION","bedroom1 is next to bedroom2, study1, washroom1"
"","1400","1432","CONNECTION","balcony1 is adjacent to bedroom2"
"","1434","1489","CONNECTION","washroom1, washroom2, balcony2 and study1 are connected"
"","1491","1534","CONNECTION","kitchen1 is adjacent to washroom2, balcony2"
"","1536","1572","CONNECTION","balcony2 and washroom2 are connected"
"The building contains one washroom, one livingroom, and one bedroom. Specifically, washroom1 wall is Orange Wood_Veneer, and has Orange Wood_Veneer floor. washroom1 covers 5 square meters located in northeast. livingroom1 covers 37 square meters located in center. livingroom1 has Green Coating wall as well as floor is Ceramics and Purple. In addition, bedroom1 covers 14 square meters located in east. wall of bedroom1 is Coating and Green, and floor is Purple Cement_Board. livingroom1 is adjacent to bedroom1, washroom1. washroom1 and bedroom1 are connected. ","22","25","QUANT","one"
"","26","34","ROOM","washroom"
"","36","39","QUANT","one"
"","40","55","ROOM","livingroom, and"
"","56","59","QUANT","one"
"","60","67","ROOM","bedroom"
"","83","92","ROOM","washroom1"
"","172","187","DIMENSION","5 square meters"
"","199","208","DIRECTION","northeast"
"","210","221","ROOM","livingroom1"
"","229","245","DIMENSION","37 square meters"
"","354","362","ROOM","bedroom1"
"","370","386","DIMENSION","14 square meters"
"","398","402","DIRECTION","east"
"The building contains two bedrooms, one washroom, one balcony, one livingroom, and one kitchen. To be specific, bedroom1 has 10 squares in south. bedroom1 has White Wall_Cloth floor, and wall is Gray Jade. In addition, bedroom2 is in northeast with 10 square meters. bedroom2 has Earth_color Jade wall while has Pink Wallpaper floor. Moreover, washroom1 has 4 squares in northwest. washroom1 has Purple Pure_Color_Wood floor, and wall is Pink Mosaic. balcony1 covers 4 square meters located in southwest. floor of balcony1 is Wood_Grain and Wood_color as well as wall is Blue Coating. Besides, livingroom1 has Purple Ceramic_Tile wall while uses Blue Coating for floor. livingroom1 is in center with 22 square meters. kitchen1 covers 6 square meters located in center. floor of kitchen1 is Wood_Grain and Red as well as has Gray Bamboo_Vine wall. livingroom1 is adjacent to bedroom1, bedroom2, kitchen1, balcony1, washroom1. bedroom1 is next to kitchen1, balcony1. bedroom2 is adjacent to kitchen1. ","22","25","QUANT","two"
"","26","34","ROOM","bedrooms"
"","36","39","QUANT","one"
"","40","48","ROOM","washroom"
"","50","53","QUANT","one"
"","54","61","ROOM","balcony"
"","63","66","QUANT","one"
"","67","77","ROOM","livingroom"
"","83","86","QUANT","one"
"","87","94","ROOM","kitchen"
"","112","120","ROOM","bedroom1"
"","125","135","DIMENSION","10 squares"
"","139","144","DIRECTION","south"
"","219","227","ROOM","bedroom2"
"","234","243","DIRECTION","northeast"
"","249","265","DIMENSION","10 square meters"
"","344","353","ROOM","washroom1"
"","354","367","DIMENSION","has 4 squares"
"","371","380","DIRECTION","northwest"
"","451","459","ROOM","balcony1"
"","467","482","DIMENSION","4 square meters"
"","494","503","DIRECTION","southwest"
"","594","605","ROOM","livingroom1"
"","700","716","DIMENSION","22 square meters"
"","718","726","ROOM","kitchen1"
"","734","749","DIMENSION","6 square meters"
"","847","923","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, kitchen1, balcony1, washroom1"
"","925","963","CONNECTION","bedroom1 is next to kitchen1, balcony1"
"","965","997","CONNECTION","bedroom2 is adjacent to kitchen1"
"House has two bedrooms, one washroom, one balcony, one livingroom, and one kitchen. To be specific, bedroom1 covers 19 square meters located in west. wall of bedroom1 is Painted_Wood and White, and has Orange Mosaic floor. Additionally, bedroom2 covers 13 square meters located in northeast. floor of bedroom2 is Ceramic_Tile and Blue as well as has Gray Jade wall. washroom1 covers 5 square meters located in east. washroom1 has Black Painted_Wood floor while has Wood_color Painted_Wood wall. In addition, balcony1 wall is Pink Wall_Cloth, and has Black Wood_Veneer floor. balcony1 has 7 squares in southwest. wall of livingroom1 is Wood_Veneer and Yellow while has Orange Rock_Plate floor. livingroom1 is in center with 43 square meters. Additionally, kitchen1 has 8 squares in southeast. kitchen1 floor is Black Marble, and has Earth_color Mosaic wall. bedroom1, bedroom2, kitchen1, balcony1, washroom1 and livingroom1 are connected. bedroom1 is adjacent to balcony1. bedroom2 is next to washroom1. washroom1 and kitchen1 are connected. ","10","13","QUANT","two"
"","14","22","ROOM","bedrooms"
"","24","27","QUANT","one"
"","28","36","ROOM","washroom"
"","38","41","QUANT","one"
"","42","49","ROOM","balcony"
"","51","54","QUANT","one"
"","55","65","ROOM","livingroom"
"","71","74","QUANT","one"
"","75","83","ROOM","kitchen."
"","100","108","ROOM","bedroom1"
"","116","132","DIMENSION","19 square meters"
"","144","148","DIRECTION","west"
"","237","245","ROOM","bedroom2"
"","253","269","DIMENSION","13 square meters"
"","281","290","DIRECTION","northeast"
"","366","375","ROOM","washroom1"
"","376","398","DIMENSION","covers 5 square meters"
"","410","414","DIRECTION","east"
"","508","516","ROOM","balcony1"
"","588","597","DIMENSION","7 squares"
"","601","610","DIRECTION","southwest"
"","620","631","ROOM","livingroom1"
"","723","739","DIMENSION","43 square meters"
"","768","777","DIMENSION","8 squares"
"","781","790","DIRECTION","southeast"
"","857","936","CONNECTION","bedroom1, bedroom2, kitchen1, balcony1, washroom1 and livingroom1 are connected"
"","938","970","CONNECTION","bedroom1 is adjacent to balcony1"
"","970","1001","CONNECTION",". bedroom2 is next to washroom1"
"","1003","1039","CONNECTION","washroom1 and kitchen1 are connected"
"The house plan has one bedroom, one washroom, two balconys, one livingroom, and one kitchen. In practice, bedroom1 is in east with 12 square meters. bedroom1 wall is Pink Ceramics as well as uses Red Quartz for floor. Moreover, washroom1 covers 5 square meters located in northeast. wall of washroom1 is Cement_Board and Purple while has Wood_color Granite floor. Besides, balcony1 covers 3 square meters located in southwest. balcony1 wall is Yellow Coating as well as floor is Black Wood_Veneer. In addition, balcony2 wall is Earth_color Bamboo_Vine, and has Pink Wallpaper floor. balcony2 is in northeast with 2 square meters. Besides, livingroom1 is in west with 20 square meters. livingroom1 wall is Green Marble as well as floor is Yellow Cement_Board. floor of kitchen1 is Painted_Wood and Green, and wall is Quartz and Yellow. kitchen1 has 7 squares in north. bedroom1, kitchen1, washroom1, balcony1 and livingroom1 are connected. bedroom1 is adjacent to washroom1. kitchen1 is next to washroom1, balcony2. washroom1 is adjacent to balcony2. ","19","22","QUANT","one"
"","23","30","ROOM","bedroom"
"","32","35","QUANT","one"
"","36","44","ROOM","washroom"
"","46","49","QUANT","two"
"","50","58","ROOM","balconys"
"","60","63","QUANT","one"
"","64","75","ROOM","livingroom,"
"","80","83","QUANT","one"
"","84","91","ROOM","kitchen"
"","106","114","ROOM","bedroom1"
"","121","125","DIRECTION","east"
"","131","147","DIMENSION","12 square meters"
"","228","237","ROOM","washroom1"
"","238","260","DIMENSION","covers 5 square meters"
"","272","281","DIRECTION","northeast"
"","373","381","ROOM","balcony1"
"","389","404","DIMENSION","3 square meters"
"","511","519","ROOM","balcony2"
"","598","607","DIRECTION","northeast"
"","613","628","DIMENSION","2 square meters"
"","639","650","ROOM","livingroom1"
"","657","661","DIRECTION","west"
"","667","683","DIMENSION","20 square meters"
"","844","857","DIMENSION","has 7 squares"
"","861","866","DIRECTION","north"
"","866","937","CONNECTION",". bedroom1, kitchen1, washroom1, balcony1 and livingroom1 are connected"
"","939","972","CONNECTION","bedroom1 is adjacent to washroom1"
"","974","1013","CONNECTION","kitchen1 is next to washroom1, balcony2"
"","1013","1048","CONNECTION",". washroom1 is adjacent to balcony2"
"The building contains one washroom, two bedrooms, one livingroom, and one kitchen. Specifically, washroom1 has 2 squares in northeast. washroom1 uses Green Wood_Veneer for floor, and wall is Ceramic_Tile and Blue. bedroom1 is in southwest with 6 square meters. bedroom1 has Green Marble floor while has Blue Marble wall. Additionally, bedroom2 has Orange Jade wall as well as floor is Cement_Board and Earth_color. bedroom2 is in west with 5 square meters. livingroom1 has 18 squares in center. livingroom1 uses Yellow Wall_Cloth for floor while wall is Purple Stone_Brick. kitchen1 has Black Quartz floor, and wall is Bamboo_Vine and White. kitchen1 covers 4 square meters located in northeast. livingroom1 is adjacent to bedroom1, bedroom2, kitchen1, washroom1. bedroom1 is next to bedroom2. kitchen1 is adjacent to washroom1. ","22","25","QUANT","one"
"","26","34","ROOM","washroom"
"","36","39","QUANT","two"
"","40","48","ROOM","bedrooms"
"","50","53","QUANT","one"
"","54","64","ROOM","livingroom"
"","70","73","QUANT","one"
"","74","81","ROOM","kitchen"
"","97","106","ROOM","washroom1"
"","111","120","ROOM","2 squares"
"","124","133","DIRECTION","northeast"
"","214","222","ROOM","bedroom1"
"","229","238","DIRECTION","southwest"
"","239","259","DIMENSION","with 6 square meters"
"","335","343","ROOM","bedroom2"
"","430","434","DIRECTION","west"
"","440","455","DIMENSION","5 square meters"
"","473","483","DIMENSION","18 squares"
"","574","582","ROOM","kitchen1"
"","651","673","DIMENSION","covers 4 square meters"
"","685","694","DIRECTION","northeast"
"","696","762","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, kitchen1, washroom1"
"","762","792","CONNECTION",". bedroom1 is next to bedroom2"
"","794","827","CONNECTION","kitchen1 is adjacent to washroom1"
"House has one washroom, one livingroom, two studys, one bedroom, one kitchen, and one balcony. Specifically, washroom1 is in west with 4 square meters. washroom1 floor is Blue Ceramic_Tile as well as wall is Stone_Brick and Blue. Additionally, livingroom1 wall is White Bamboo_Vine while floor is Coating and Blue. livingroom1 is in center with 34 square meters. Besides, study1 covers 10 square meters located in east. wall of study1 is Wood_Veneer and Orange, and uses White Wood_Veneer for floor. wall of study2 is Ceramic_Tile and Gray as well as floor is Pure_Color_Wood and Earth_color. study2 is in west with 7 square meters. bedroom1 floor is Wood_color Pure_Color_Wood while has Earth_color Stone_Brick wall. bedroom1 has 13 squares in center. Moreover, wall of kitchen1 is Cement_Board and Yellow as well as has Wood_color Jade floor. kitchen1 has 5 squares in center. floor of balcony1 is Wood_Veneer and Pink while wall is Pure_Color_Wood and White. balcony1 covers 5 square meters located in east. livingroom1 is adjacent to bedroom1, study1, study2, balcony1, kitchen1, washroom1. study1, kitchen1 and bedroom1 are connected. study2 is next to washroom1. washroom1 and kitchen1 are connected. ","10","13","QUANT","one"
"","14","22","ROOM","washroom"
"","24","27","QUANT","one"
"","28","38","ROOM","livingroom"
"","40","43","QUANT","two"
"","44","50","ROOM","studys"
"","52","55","QUANT","one"
"","56","63","ROOM","bedroom"
"","65","68","QUANT","one"
"","69","76","ROOM","kitchen"
"","82","85","QUANT","one"
"","86","93","ROOM","balcony"
"","109","118","ROOM","washroom1"
"","125","129","DIRECTION","west"
"","130","150","DIMENSION","with 4 square meters"
"","244","255","ROOM","livingroom1"
"","345","361","DIMENSION","34 square meters"
"","372","378","ROOM","study1"
"","386","402","DIMENSION","10 square meters"
"","414","418","DIRECTION","east"
"","508","514","ROOM","study2"
"","606","610","DIRECTION","west"
"","616","631","DIMENSION","7 square meters"
"","731","741","DIMENSION","13 squares"
"","771","779","ROOM","kitchen1"
"","858","867","DIMENSION","5 squares"
"","971","993","DIMENSION","covers 5 square meters"
"","1005","1009","DIRECTION","east"
"","1011","1093","CONNECTION","livingroom1 is adjacent to bedroom1, study1, study2, balcony1, kitchen1, washroom1"
"","1095","1138","CONNECTION","study1, kitchen1 and bedroom1 are connected"
"","1140","1167","CONNECTION","study2 is next to washroom1"
"","1169","1205","CONNECTION","washroom1 and kitchen1 are connected"
"House has two bedrooms, one washroom, one balcony, one livingroom, and one kitchen. To be specific, bedroom1 has 14 squares in north. bedroom1 has Purple Log wall as well as uses Yellow Wood_Grain for floor. Additionally, bedroom2 uses Red Rock_Plate for floor while wall is Ceramics and Gray. bedroom2 covers 11 square meters located in southeast. floor of washroom1 is Pure_Color_Wood and Red as well as wall is Orange Coating. washroom1 covers 3 square meters located in east. balcony1 has 5 squares in north. balcony1 wall is Green Log, and uses Red Pure_Color_Wood for floor. In addition, livingroom1 is in center with 26 square meters. wall of livingroom1 is Wood_Grain and Wood_color as well as uses Green Bamboo_Vine for floor. Moreover, wall of kitchen1 is Quartz and Black, and has Earth_color Wallpaper floor. kitchen1 is in south with 5 square meters. livingroom1 is adjacent to bedroom1, bedroom2, kitchen1, balcony1, washroom1. balcony1, washroom1 and bedroom1 are connected. bedroom2 is adjacent to kitchen1, washroom1. ","10","13","QUANT","two"
"","14","22","ROOM","bedrooms"
"","24","27","QUANT","one"
"","28","36","ROOM","washroom"
"","38","41","QUANT","one"
"","42","49","ROOM","balcony"
"","51","54","QUANT","one"
"","55","65","ROOM","livingroom"
"","71","74","QUANT","one"
"","75","82","ROOM","kitchen"
"","100","108","ROOM","bedroom1"
"","113","123","DIMENSION","14 squares"
"","127","132","DIRECTION","north"
"","222","230","ROOM","bedroom2"
"","310","326","DIMENSION","11 square meters"
"","338","347","DIRECTION","southeast"
"","358","367","ROOM","washroom1"
"","447","462","DIMENSION","3 square meters"
"","474","478","DIRECTION","east"
"","480","488","ROOM","balcony1"
"","493","502","DIMENSION","5 squares"
"","506","511","DIRECTION","north"
"","624","640","DIMENSION","26 square meters"
"","836","841","DIRECTION","south"
"","847","862","DIMENSION","5 square meters"
"","864","940","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, kitchen1, balcony1, washroom1"
"","942","988","CONNECTION","balcony1, washroom1 and bedroom1 are connected"
"","990","1033","CONNECTION","bedroom2 is adjacent to kitchen1, washroom1"
"The house plan has one washroom, two bedrooms, one livingroom, and one kitchen. More specifically, washroom1 uses Pink Quartz for floor, and wall is Green Wood_Veneer. washroom1 covers 4 square meters located in east. In addition, bedroom1 is in south with 13 square meters. bedroom1 has Earth_color Marble floor as well as has Green Wallpaper wall. Besides, bedroom2 is in center with 10 square meters. bedroom2 wall is Red Ceramics while uses Earth_color Wood_Grain for floor. Additionally, livingroom1 has Wood_color Wood_Veneer floor, and wall is Bamboo_Vine and Yellow. livingroom1 has 41 squares in center. Besides, kitchen1 uses Black Stone_Brick for floor as well as has Wood_color Cement_Board wall. kitchen1 is in northeast with 9 square meters. bedroom1, bedroom2, kitchen1, washroom1 and livingroom1 are connected. bedroom1 is adjacent to washroom1. kitchen1, washroom1 and bedroom2 are connected. ","19","22","QUANT","one"
"","23","31","ROOM","washroom"
"","33","36","QUANT","two"
"","37","45","ROOM","bedrooms"
"","47","50","QUANT","one"
"","51","61","ROOM","livingroom"
"","67","70","QUANT","one"
"","71","78","ROOM","kitchen"
"","99","108","ROOM","washroom1"
"","185","200","DIMENSION","4 square meters"
"","212","216","DIRECTION","east"
"","231","239","ROOM","bedroom1"
"","246","251","DIRECTION","south"
"","257","273","DIMENSION","13 square meters"
"","275","283","ROOM","bedroom1"
"","357","367","ROOM",", bedroom2"
"","374","380","DIRECTION","center"
"","386","402","DIMENSION","10 square meters"
"","493","504","ROOM","livingroom1"
"","591","601","DIMENSION","41 squares"
"","605","611","DIRECTION","center"
"","622","630","ROOM","kitchen1"
"","739","754","DIMENSION","9 square meters"
"","756","825","CONNECTION","bedroom1, bedroom2, kitchen1, washroom1 and livingroom1 are connected"
"","827","860","CONNECTION","bedroom1 is adjacent to washroom1"
"","862","908","CONNECTION","kitchen1, washroom1 and bedroom2 are connected"
"The building contains one washroom, one livingroom, and one bedroom. More specifically, washroom1 uses Purple Wood_Veneer for floor as well as has Blue Wood_Grain wall. washroom1 covers 5 square meters located in northwest. Moreover, livingroom1 has 29 squares in south. livingroom1 floor is White Marble while has Yellow Jade wall. bedroom1 is in north with 11 square meters. bedroom1 floor is Black Rock_Plate, and wall is Wood_Grain and Gray. bedroom1, washroom1 and livingroom1 are connected. bedroom1 is adjacent to washroom1. ","22","25","QUANT","one"
"","26","34","ROOM","washroom"
"","36","39","QUANT","one"
"","40","50","ROOM","livingroom"
"","56","59","QUANT","one"
"","60","67","ROOM","bedroom"
"","88","97","ROOM","washroom1"
"","169","178","ROOM","washroom1"
"","186","201","DIMENSION","5 square meters"
"","213","222","DIRECTION","northwest"
"","234","245","ROOM","livingroom1"
"","250","260","DIMENSION","29 squares"
"","264","269","DIRECTION","south"
"","333","341","ROOM","bedroom1"
"","348","353","DIRECTION","north"
"","359","375","DIMENSION","11 square meters"
"","446","495","CONNECTION","bedroom1, washroom1 and livingroom1 are connected"
"","495","530","CONNECTION",". bedroom1 is adjacent to washroom1"
